name,brand_name,regular_price_value,offer_price_value,currency,classification_l1,classification_l2,classification_l3,classification_l4,image_url
John Lewis & Partners Wilton Dressing Table,john lewis & partners,299,299,GBP,furniture & lights,bedroom,dressing tables,,https://johnlewis.scene7.com/is/image/JohnLewis/237553492?
John Lewis & Partners Buzzwire Game,john lewis & partners,12,12,GBP,baby & child,games & puzzles,view all games & puzzles,,https://johnlewis.scene7.com/is/image/JohnLewis/238119780?
Brora Cashmere Block Colour Cardigan  Black,brora,495,295,GBP,women,women's knitwear,,,https://johnlewis.scene7.com/is/image/JohnLewis/004343378?
Kiehl's Creme de Corps Soy Milk & Honey Body Polish  200ml,kiehl's,20.7,20.7,GBP,beauty,body care,,,https://johnlewis.scene7.com/is/image/JohnLewis/237263413?
Warehouse Check Sparkle Mini Skirt  Black,warehouse,36,10,GBP,women,women's skirts,,,https://johnlewis.scene7.com/is/image/JohnLewis/004403098?
HUGO BOSS 1570093 Men's Wallet and Date Bracelet Strap Watch Gift Set  Silver/Black,hugo boss,229,229,GBP,men,men's accessories,men's watches,,https://johnlewis.scene7.com/is/image/JohnLewis/238195723?
Vispring Ceres Full Depth Upholstered Headboard  Single  Plush Heather  FSC-Certified (Chipboard),vispring,499,499,GBP,furniture & lights,bedroom,headboards,,https://johnlewis.scene7.com/is/image/JohnLewis/238443129?
Omorovicza Copper Peel,omorovicza,99,99,GBP,beauty,skin care  treatments & supplements,exfoliators,,https://johnlewis.scene7.com/is/image/JohnLewis/236770365?
Go Travel USB UK to USA Travel Adaptor,go travel,12.99,12.99,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,travel & luggage accessories,https://johnlewis.scene7.com/is/image/JohnLewis/237001329?
Gaiam Be Free Reversible 6mm Yoga Mat  Black/Pink,gaiam,39.49,39.49,GBP,sport & leisure,equipment by sport,,,https://johnlewis.scene7.com/is/image/JohnLewis/236955956?
Miller Stockholm Extending Magnifying Shaving Mirror,miller from sweden,155,155,GBP,home & garden,bathroom accessories,bathroom mirrors,,https://johnlewis.scene7.com/is/image/JohnLewis/233947099?
Mike Shepherd - Sunrise On Buttermere Framed Print  65 x 65cm,john lewis & partners,85,85,GBP,home & garden,pictures,,,https://johnlewis.scene7.com/is/image/JohnLewis/232176797?
Chesca Lily Rose Print Jersey Dress  Black/Multi,chesca,165,100,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/003268694?
John Lewis & Partners Faux Fur Tipped Scarf,john lewis & partners,49,24.5,GBP,women,women's hats  gloves & scarves,,,https://johnlewis.scene7.com/is/image/JohnLewis/238102540?
Nude by Nature Natural Illusion Eyeshadow Trio  02 Smoky,nude by nature,24,24,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/237894407?
John Lewis & Partners Faux Fur Tipped Scarf,john lewis & partners,49,24.5,GBP,women,women's hats  gloves & scarves,,,https://johnlewis.scene7.com/is/image/JohnLewis/238102540
John Lewis & Partners Baby Bear Check Print Pyjama Set  Blue,john lewis & partners,16,11,GBP,baby & child,baby & toddlerwear (0-3 yrs),baby & toddler pyjamas & robes,,https://johnlewis.scene7.com/is/image/JohnLewis/003975658?
Adrianna Papell Beaded Ruffle Dress  Gold/Black,adrianna papell,310,74.4,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004315388?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497622?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497623?
Boden Bella Ponte Top,boden,50,25,GBP,women,women's shirts & tops,,,https://johnlewis.scene7.com/is/image/JohnLewis/004247345alt3?
Garmin vivofit jr. 2  Adjustable Disney Frozen 2  Anna Activity Tracker and Watch for Children,garmin,79.99,79.99,GBP,electricals,smart watches & wearable tech,view all smart watches,,https://johnlewis.scene7.com/is/image/JohnLewis/238364174?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497624?
Little Joule Girls' Harbour Unicorn T-Shirt  Pink,joules,19.95,19.95,GBP,baby & child,girls' clothes (2+ yrs),girls' shirts & tops,,https://johnlewis.scene7.com/is/image/JohnLewis/004107604?
Carvela Comfort Comma Textured Trainers  Black,carvela comfort,99,29,GBP,women,womens shoes  boots & trainers,,,https://johnlewis.scene7.com/is/image/JohnLewis/004251441?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497625?
Boden Bella Ponte Top,boden,50,25,GBP,women,women's shirts & tops,,,https://johnlewis.scene7.com/is/image/JohnLewis/004247335?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497626?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497627?
Samsonite Sonora 82cm 2-Wheel Duffle Large Recycled Suitcase,samsonite,155,155,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,suitcases,https://johnlewis.scene7.com/is/image/JohnLewis/238349528
Shiseido Men Moisturizing Recovery Cream  50ml,shiseido,40.5,40.5,GBP,beauty,men's skin care,,,https://johnlewis.scene7.com/is/image/JohnLewis/000110759?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497628?
Samsonite Sonora 82cm 2-Wheel Duffle Large Recycled Suitcase,samsonite,155,155,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,suitcases,https://johnlewis.scene7.com/is/image/JohnLewis/238349528
John Lewis & Partners Baby Dinosaur Spot Zip Sleepsuit  Blue,john lewis & partners,12,7,GBP,baby & child,baby & toddlerwear (0-3 yrs),baby & toddler dresses & skirts,,https://johnlewis.scene7.com/is/image/JohnLewis/003975659?
Gina Bacconi Fiora Floral Organza Occasion Dress  Grey/White,gina bacconi,220,123.2,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004035182?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497629?
Cole & Mason 20 Jar Filled Spice Rack Carousel,cole & mason,60,60,GBP,home & garden,home storage,kitchen storage,,https://johnlewis.scene7.com/is/image/JohnLewis/237464118?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497630?
John Lewis & Partners Seattle 55cm 4-Wheel Cabin Case,john lewis & partners,119,119,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,suitcases,https://johnlewis.scene7.com/is/image/JohnLewis/237872846?
Scion Lace Wallpaper,scion,43,43,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231497631?
Bobbi Brown Perfectly Defined Long Wear Brow Pencil,bobbi brown,30.5,30.5,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/234231473?
John Lewis & Partners Seattle 55cm 4-Wheel Cabin Case,john lewis & partners,119,119,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,suitcases,https://johnlewis.scene7.com/is/image/JohnLewis/237872849?
Bobbi Brown Perfectly Defined Long Wear Brow Pencil,bobbi brown,30.5,30.5,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/234231471?
Compendium An Inspired Life Journal,compendium,15,7.5,GBP,home & garden,stationery,notebooks & journals,,https://johnlewis.scene7.com/is/image/JohnLewis/237823767?
Bobbi Brown Perfectly Defined Long Wear Brow Pencil,bobbi brown,30.5,30.5,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/234231465?
Rituals The Ritual of Samurai After Shave Refreshing Gel  100ml,rituals,22.9,22.9,GBP,beauty,men's shaving,,,https://johnlewis.scene7.com/is/image/JohnLewis/238056250?
Reiss Sophia Leather Block Heel Ankle Boots  Ivory,reiss,195,110,GBP,women,womens shoes  boots & trainers,,,https://johnlewis.scene7.com/is/image/JohnLewis/004805374?
Jigsaw Girls' Dark Denim Skirt  Blue,jigsaw,35,17,GBP,baby & child,girls' clothes (2+ yrs),girls' skirts,,https://johnlewis.scene7.com/is/image/JohnLewis/004247799?
Hobbs Sissinghurst Floral Dress  Ivory/Blue,hobbs,169,99,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004143548?
John Lewis & Partners Harvard Desk,john lewis & partners,399,399,GBP,furniture & lights,home office,office desks,,https://johnlewis.scene7.com/is/image/JohnLewis/237961144?
John Lewis & Partners Auckland 79cm 4-Wheel Large Case,john lewis & partners,189,189,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,suitcases,https://johnlewis.scene7.com/is/image/JohnLewis/238059316?
John Lewis & Partners Harvard Desk,john lewis & partners,399,399,GBP,furniture & lights,home office,office desks,,https://johnlewis.scene7.com/is/image/JohnLewis/238046468?
John Lewis & Partners Auckland 79cm 4-Wheel Large Case,john lewis & partners,189,189,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,suitcases,https://johnlewis.scene7.com/is/image/JohnLewis/238059311?
Casper Hybrid Pocket Spring Mattress  Medium Tension  Super King Size,casper,1000,700,GBP,furniture & lights,bedroom,mattresses,mattress type,https://johnlewis.scene7.com/is/image/JohnLewis/238254959?
Roger & Gallet Rose Soothing Bath & Shower Gel  200ml,roger & gallet,7.6,7.6,GBP,beauty,bath & shower,bath & shower,,https://johnlewis.scene7.com/is/image/JohnLewis/232120154?
Citizen Men's Eco-Drive Titanium Date Fabric Strap Watch,citizen,299,299,GBP,men,men's accessories,men's watches,,https://johnlewis.scene7.com/is/image/JohnLewis/237365135?
Citizen Men's Eco-Drive Titanium Date Fabric Strap Watch,citizen,299,299,GBP,men,men's accessories,men's watches,,https://johnlewis.scene7.com/is/image/JohnLewis/237579252?
Croft Collection Filled Picnic Hamper  4 Person,croft collection,72,72,GBP,home & garden,picnicware,view all picnicware,,https://johnlewis.scene7.com/is/image/JohnLewis/236628051alt2?
Whistles Lila Beaded Drawstring Bag  Black,whistles,89,53,GBP,women,handbags  bags & purses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004775621?
Net and Ball Wallpaper,mini moderns,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/238045601?
Net and Ball Wallpaper,mini moderns,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/238045614?
Hahn Stack Rack Wine Rack  12 Bottle,hahn,18,18,GBP,furniture & lights,kitchen,wine racks,,https://johnlewis.scene7.com/is/image/JohnLewis/236084960?
Net and Ball Wallpaper,mini moderns,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/238045607?
Net and Ball Wallpaper,mini moderns,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/238045622?
AllSaints Grace Cropped Biker Jeans  Washed Grey,allsaints,108,54,GBP,women,women's jeans,,,https://johnlewis.scene7.com/is/image/JohnLewis/004327690?
Designers Guild Berettino Wallpaper,designers guild,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236856052?
Charlotte Tilbury Secret Lash Tricks  Fashion Cat-Eye Corner Lash,charlotte tilbury,14,10,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238359354?
Designers Guild Berettino Wallpaper,designers guild,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236856028?
Designers Guild Berettino Wallpaper,designers guild,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236856053?
AND/OR Lea Jumper,and/or,65,22.4,GBP,women,women's knitwear,,,https://johnlewis.scene7.com/is/image/JohnLewis/004137626?
Designers Guild Berettino Wallpaper,designers guild,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236856049?
De Carlini Lady Tree Decoration  Black Dress,de carlini,35,24.5,GBP,christmas,baubles & tree decorations,,,https://johnlewis.scene7.com/is/image/JohnLewis/238282722?
Designers Guild Berettino Wallpaper,designers guild,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236856055?
AllSaints Slvina Leopard Print Skirt  Camel Brown,allsaints,128,64,GBP,women,women's skirts,,,https://johnlewis.scene7.com/is/image/JohnLewis/004327725?
Designers Guild Berettino Wallpaper,designers guild,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236856030?
John Lewis & Partners Calia 3-Seater Dining Bench,john lewis & partners,215.2,215.2,GBP,furniture & lights,dining room,dining benches,,https://johnlewis.scene7.com/is/image/JohnLewis/231955524alt1?
Emma Bridgewater Christmas Brights Espresso Mug  Multi  48ml,emma bridgewater,12.95,6,GBP,home & garden,drinkware,espresso cups,,https://johnlewis.scene7.com/is/image/JohnLewis/238112053?
Designers Guild Berettino Wallpaper,designers guild,65,65,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236856066?
John Lewis & Partners Calia 3-Seater Dining Bench,john lewis & partners,215.2,215.2,GBP,furniture & lights,dining room,dining benches,,https://johnlewis.scene7.com/is/image/JohnLewis/236446372?
Yumi Chintz Floral Jersey Wrap Dress  Navy,yumi,55,55,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004327643?
John Lewis & Partners Party Snake Print Coupe Cocktail Glass  300ml,john lewis & partners,9,5,GBP,home & garden,drinkware,cocktail glasses,,https://johnlewis.scene7.com/is/image/JohnLewis/238014375
John Lewis & Partners Party Snake Print Coupe Cocktail Glass  300ml,john lewis & partners,9,9,GBP,home & garden,drinkware,cocktail glasses,,https://johnlewis.scene7.com/is/image/JohnLewis/238014379?
BVLGARI Omnia Pink Sapphire Eau de Toilette,bvlgari,48.6,48.6,GBP,beauty,women's fragrance,,,https://johnlewis.scene7.com/is/image/JohnLewis/237433168?
Wrought Iron And Brass Bed Co. Victoria Sprung Bed Frame  Double  Ivory,wrought iron and brass bed co.,1418,1418,GBP,furniture & lights,bedroom,beds,,https://johnlewis.scene7.com/is/image/JohnLewis/237516558?
Terence Conran Morrum Ombre Wallpaper,terence conran,69.99,69.99,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/238155748?
Terence Conran Morrum Ombre Wallpaper,terence conran,69.99,69.99,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/238155730?
TOM FORD Cream Foundation Brush 02,tom ford,60,60,GBP,beauty,make-up accessories,make-up brushes,,https://johnlewis.scene7.com/is/image/JohnLewis/237644759?
Terence Conran Morrum Ombre Wallpaper,terence conran,69.99,69.99,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/238155711?
Terence Conran Morrum Ombre Wallpaper,terence conran,69.99,69.99,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/238155749?
Russell Hobbs Quiet Boil Kettle,russell hobbs,39,39,GBP,electricals,kettles,,,https://johnlewis.scene7.com/is/image/JohnLewis/237617448?
Jellycat Luis Llama Children's Book,jellycat,13,13,GBP,baby & child,children's books,,,https://johnlewis.scene7.com/is/image/JohnLewis/238268436?
House by John Lewis Bow 5 Drawer Tall Boy Chest,house by john lewis,450,450,GBP,furniture & lights,bedroom,chests of drawers,,https://johnlewis.scene7.com/is/image/JohnLewis/235802306
Cat Chaos Card Game,ginger fox,7.99,7.99,GBP,baby & child,games & puzzles,view all games & puzzles,,https://johnlewis.scene7.com/is/image/JohnLewis/237010250?
House by John Lewis Bow 5 Drawer Tall Boy Chest,house by john lewis,450,450,GBP,furniture & lights,bedroom,chests of drawers,,https://johnlewis.scene7.com/is/image/JohnLewis/237370072?
Warehouse Zebra Print Midi Dress  Green,warehouse,85,40,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004765654?
Betty & Co. V-Neck Blouse,betty & co.,70,28,GBP,women,women's shirts & tops,,,https://johnlewis.scene7.com/is/image/JohnLewis/004035634?
BVLGARI BV6101 Women's Embellished Round Sunglasses  Pink Gold/Grey Gradient,bvlgari,313,313,GBP,women,women's sunglasses,,,https://johnlewis.scene7.com/is/image/JohnLewis/237939171?
Jellycat The Fearless Octopus Book,jellycat,13,13,GBP,baby & child,children's books,,,https://johnlewis.scene7.com/is/image/JohnLewis/237768544?
Fred & Ginger Brussels Sprout Dog Toy,fred & ginger,5,3.5,GBP,home & garden,pet care,,,https://johnlewis.scene7.com/is/image/JohnLewis/238192940?
John Lewis & Partners Metallic Sparkle Placemats  Set of 2  Gold,john lewis & partners,10,3,GBP,home & garden,table linens,placemats,,https://johnlewis.scene7.com/is/image/JohnLewis/237987136?
John Lewis & Partners Copper Winter Spice Scented Candle  548g,john lewis & partners,20,5,GBP,home & garden,candles & home fragrance,candles,,https://johnlewis.scene7.com/is/image/JohnLewis/238119673?
La Mer The Cleansing Fluid  200 ml,la mer,72,72,GBP,beauty,skin care  treatments & supplements,cleansers & toners,,https://johnlewis.scene7.com/is/image/JohnLewis/232286353?
ESPA Bergamot & Jasmine Body Wash  250ml,espa,19,19,GBP,beauty,bath & shower,bath & shower,,https://johnlewis.scene7.com/is/image/JohnLewis/236797199?
Wild & Wolf The Purr-fect Gift Hamper,wild & wolf,45,45,GBP,gifts,gift collections,,,https://johnlewis.scene7.com/is/image/JohnLewis/238389358?
John Lewis & Partners Snowscape Snowy Table Tree with Baubles,john lewis & partners,18,12.5,GBP,christmas,christmas room decorations,,,https://johnlewis.scene7.com/is/image/JohnLewis/238122925?
John Lewis & Partners Mabel Makeup Bag  Blue,john lewis & partners,15,15,GBP,beauty,make-up accessories,make-up bags,,https://johnlewis.scene7.com/is/image/JohnLewis/238194867?
Clinique Exfoliating Scrub - Combination Oily to Oily Skin Types  100ml,clinique,21,21,GBP,beauty,skin care  treatments & supplements,exfoliators,,https://johnlewis.scene7.com/is/image/JohnLewis/000048176?
Kilian Good Girl Gone Bad Eau de Parfum Refillable Spray 50ml Fragrance Gift Set,kilian,225,225,GBP,beauty,view all beauty & fragrance gift sets,,,https://johnlewis.scene7.com/is/image/JohnLewis/238267032?
